Model Year,Division,Carline,Eng Displ,# Cyl,City FE,Hwy FE,Comb FE
2021,Acura,NSX,3.5,6,21,22,21
2021,Aston Martin Lagonda Ltd,Vantage Manual,4.0,8,14,21,17
2021,Aston Martin Lagonda Ltd,Vantage V8,4.0,8,18,24,20
2021,Audi,R8,5.2,10,13,20,16
2021,Audi,R8 2WD,5.2,10,14,23,17
2021,Audi,R8 Spyder,5.2,10,13,20,16
2021,Audi,R8 Spyder 2WD,5.2,10,14,23,17
2021,Audi,TT Roadster quattro,2.0,4,23,31,26
2021,BMW,Z4 M40i,3.0,6,22,30,25
2021,BMW,Z4 sDrive30i,2.0,4,25,32,28
2021,Bugatti,Chiron,8.0,16,9,14,11
2021,Bugatti,Chiron Pur Sport,8.0,16,8,13,10
2021,Chevrolet,CORVETTE,6.2,8,15,27,19
2021,Ferrari North America Inc.,812 GTS,6.5,12,12,15,13
2021,Ferrari North America Inc.,812 Superfast,6.5,12,12,16,13
2021,Ferrari North America Inc.,F8 Spider,3.9,8,15,18,16
2021,Ferrari North America Inc.,F8 Tributo,3.9,8,15,19,16
2021,Ford,FORD GT,3.5,6,12,18,14
2021,Jaguar,F-TYPE Convertible,2.0,4,23,30,26
2021,Jaguar,F-TYPE Coupe,2.0,4,23,30,26
2021,Jaguar,F-TYPE R AWD Convertible,5.0,8,16,24,18
2021,Jaguar,F-TYPE R AWD Coupe,5.0,8,16,24,18
2021,Jaguar,F-TYPE S AWD Convertible,3.0,6,18,26,21
2021,Jaguar,F-TYPE S AWD Coupe,3.0,6,18,26,21
2021,Jaguar,F-TYPE S Convertible,3.0,6,19,27,22
2021,Jaguar,F-TYPE S Coupe,3.0,6,19,27,22
2021,Lamborghini,Aventador Coupe,6.5,12,8,15,10
2021,Lamborghini,Aventador Roadster,6.5,12,9,15,10
2021,Lamborghini,Aventador Sian Coupe,6.5,12,8,14,10
2021,Lamborghini,Aventador Sian Roadster,6.5,12,8,14,10
2021,Lamborghini,Huracan,5.2,10,13,18,15
2021,Lamborghini,Huracan 2WD,5.2,10,13,18,15
2021,Lamborghini,Huracan Spyder,5.2,10,13,18,15
2021,Lamborghini,Huracan Spyder 2WD,5.2,10,13,18,15
2021,MAZDA,MX-5,2.0,4,26,35,30
2021,MAZDA,MX-5,2.0,4,26,34,29
2021,McLaren,765LT Coupe,4.0,8,14,18,16
2021,McLaren,720S Coupe,4.0,8,15,22,18
2021,McLaren,720S Coupe LM,4.0,8,15,22,18
2021,McLaren,720S Spider,4.0,8,15,22,18
2021,McLaren,Elva,4.0,8,15,21,18
2021,McLaren,GT,4.0,8,15,22,18
2021,Mercedes-Benz,AMG GT (coupe),4.0,8,15,20,17
2021,Mercedes-Benz,AMG GT (roadster),4.0,8,15,20,17
2021,Mercedes-Benz,AMG GT Black Series,4.0,8,15,20,17
2021,Mercedes-Benz,AMG GT C (coupe),4.0,8,15,19,17
2021,Mercedes-Benz,AMG GT C (roadster),4.0,8,15,20,17
2021,Mercedes-Benz,AMG GT R (coupe),4.0,8,14,20,16
2021,NISSAN,370Z,3.7,6,17,26,20
2021,Porsche,718 Boxster,2.0,4,21,27,24
2021,Porsche,718 Boxster,2.0,4,20,26,22
2021,Porsche,718 Boxster GTS 4.0,4.0,6,19,24,21
2021,Porsche,718 Boxster GTS 4.0,4.0,6,17,24,19
2021,Porsche,718 Boxster S,2.5,4,19,25,22
2021,Porsche,718 Boxster S,2.5,4,19,24,21
2021,Porsche,718 Boxster T,2.0,4,21,27,23
2021,Porsche,718 Boxster T,2.0,4,20,26,22
2021,Porsche,718 Cayman,2.0,4,21,27,24
2021,Porsche,718 Cayman,2.0,4,20,26,22
2021,Porsche,718 Cayman GT4,4.0,6,18,24,20
2021,Porsche,718 Cayman GT4,4.0,6,17,23,19
2021,Porsche,718 Cayman GTS 4.0,4.0,6,19,24,21
2021,Porsche,718 Cayman GTS 4.0,4.0,6,17,24,19
2021,Porsche,718 Cayman S,2.5,4,19,25,22
2021,Porsche,718 Cayman S,2.5,4,19,24,21
2021,Porsche,718 Cayman T,2.0,4,21,27,23
2021,Porsche,718 Cayman T,2.0,4,20,26,22
2021,Porsche,718 Spyder,4.0,6,18,24,20
2021,Porsche,718 Spyder,4.0,6,17,23,19
2021,TOYOTA,Supra 2.0,2.0,4,25,32,28
2021,TOYOTA,Supra 3.0,3.0,6,22,30,25
2021,Aston Martin Lagonda Ltd,DB11 V12,5.2,12,15,22,18
2021,Aston Martin Lagonda Ltd,DB11 V8,4.0,8,18,24,20
2021,Aston Martin Lagonda Ltd,DBS,5.2,12,14,22,17
2021,Bentley,Continental GT Convertible,4.0,8,16,26,19
2021,Bentley,Continental GT Convertible,6.0,12,12,19,15
2021,Ferrari North America Inc.,Portofino,3.9,8,16,22,18
2021,Ferrari North America Inc.,Portofino M,3.9,8,16,23,19
2021,LEXUS,LC 500 CONVERTIBLE,5.0,8,15,25,18
2021,Lotus Cars Ltd,Evora GT,3.5,6,17,24,20
2021,Lotus Cars Ltd,Evora GT,3.5,6,17,26,20
2021,Mini,COOPER CONVERTIBLE,1.5,3,28,37,31
2021,Mini,COOPER CONVERTIBLE,1.5,3,26,37,30
2021,Mini,COOPER S CONVERTIBLE,2.0,4,26,34,29
2021,Mini,COOPER S CONVERTIBLE,2.0,4,23,32,26
2021,Mini,JOHN COOPER WORKS CONVERTIBLE,2.0,4,25,33,28
2021,Porsche,911 Carrera,3.0,6,18,24,20
2021,Porsche,911 Carrera 4,3.0,6,18,24,20
2021,Porsche,911 Carrera 4 Cabriolet,3.0,6,18,24,20
2021,Porsche,911 Carrera 4S,3.0,6,18,23,20
2021,Porsche,911 Carrera 4S,3.0,6,17,25,20
2021,Porsche,911 Carrera 4S Cabriolet,3.0,6,18,23,20
2021,Porsche,911 Carrera 4S Cabriolet,3.0,6,17,24,20
2021,Porsche,911 Carrera Cabriolet,3.0,6,18,24,20
2021,Porsche,911 Carrera S,3.0,6,18,23,20
2021,Porsche,911 Carrera S,3.0,6,18,25,21
2021,Porsche,911 Carrera S Cabriolet,3.0,6,18,23,20
2021,Porsche,911 Carrera S Cabriolet,3.0,6,17,25,20
2021,Porsche,911 Targa 4,3.0,6,18,24,20
2021,Porsche,911 Targa 4S,3.0,6,18,23,20
2021,Porsche,911 Targa 4S,3.0,6,17,24,20
2021,Porsche,911 Turbo,3.7,6,15,20,17
2021,Porsche,911 Turbo Cabriolet,3.7,6,15,20,17
2021,Porsche,911 Turbo S,3.7,6,15,20,17
2021,Porsche,911 Turbo S Cabriolet,3.7,6,15,20,17
2021,Audi,A5 Cabriolet quattro,2.0,4,23,31,26
2021,Audi,A5 quattro,2.0,4,24,31,27
2021,Audi,RS 5,2.9,6,18,25,20
2021,Audi,S5,3.0,6,20,28,23
2021,Audi,S5 Cabriolet,3.0,6,20,26,22
2021,Audi,TT Coupe quattro,2.0,4,23,31,26
2021,Audi,TT RS,2.5,5,20,30,24
2021,Audi,TTS Coupe,2.0,4,23,29,25
2021,Bentley,Continental GT,4.0,8,16,26,19
2021,Bentley,Continental GT,6.0,12,12,20,15
2021,BMW,230i Convertible,2.0,4,23,33,27
2021,BMW,230i Coupe,2.0,4,25,32,28
2021,BMW,230i Coupe,2.0,4,21,32,25
2021,BMW,230i xDrive Convertible,2.0,4,21,30,24
2021,BMW,230i xDrive Coupe,2.0,4,21,30,24
2021,BMW,430i Convertible,2.0,4,24,33,27
2021,BMW,430i Coupe,2.0,4,26,34,29
2021,BMW,430i xDrive Coupe,2.0,4,24,33,27
2021,BMW,840i Convertible,3.0,6,22,29,25
2021,BMW,840i Coupe,3.0,6,23,30,25
2021,BMW,840i xDrive Convertible,3.0,6,20,27,23
2021,BMW,840i xDrive Coupe,3.0,6,20,27,23
2021,BMW,M2 Competition Coupe,3.0,6,16,23,19
2021,BMW,M2 Competition Coupe,3.0,6,18,24,20
2021,BMW,M240i Convertible,3.0,6,21,30,24
2021,BMW,M240i Convertible,3.0,6,19,27,21
2021,BMW,M240i Coupe,3.0,6,21,30,24
2021,BMW,M240i Coupe,3.0,6,19,27,21
2021,BMW,M240i xDrive Convertible,3.0,6,21,30,24
2021,BMW,M240i xDrive Coupe,3.0,6,21,30,24
2021,BMW,M4 Competition Coupe,3.0,6,16,23,19
2021,BMW,M4 Coupe,3.0,6,16,23,19
2021,BMW,M440i Convertible,3.0,6,23,31,26
2021,BMW,M440i xDrive Coupe,3.0,6,22,31,25
2021,BMW,M8 Competition Convertible,4.4,8,15,21,17
2021,BMW,M8 Convertible,4.4,8,15,21,17
2021,BMW,M850i xDrive Convertible,4.4,8,17,24,19
2021,BMW,M850i xDrive Coupe,4.4,8,17,25,20
2021,Chevrolet,CAMARO,2.0,4,22,30,25
2021,Chevrolet,CAMARO,2.0,4,19,29,22
2021,Chevrolet,CAMARO,3.6,6,18,29,22
2021,Chevrolet,CAMARO,3.6,6,16,26,20
2021,Chevrolet,CAMARO,6.2,8,13,21,16
2021,Chevrolet,CAMARO,6.2,8,16,26,20
2021,Chevrolet,CAMARO,6.2,8,16,24,19
2021,Chevrolet,CAMARO,6.2,8,14,20,16
2021,Chevrolet,SPARK,1.4,4,30,38,33
2021,Chevrolet,SPARK,1.4,4,29,38,33
2021,Chevrolet,SPARK ACTIV,1.4,4,30,37,33
2021,Chevrolet,SPARK ACTIV,1.4,4,29,37,32
2021,Ferrari North America Inc.,Roma,3.9,8,17,22,19
2021,Ford,MUSTANG,2.3,4,21,32,25
2021,Ford,MUSTANG,2.3,4,21,32,25
2021,Ford,MUSTANG,2.3,4,21,29,24
2021,Ford,MUSTANG,5.0,8,15,24,19
2021,Ford,MUSTANG,5.0,8,15,24,18
2021,Ford,MUSTANG CONVERTIBLE,2.3,4,20,28,23
2021,Ford,MUSTANG CONVERTIBLE,2.3,4,20,28,23
2021,Ford,MUSTANG CONVERTIBLE,2.3,4,20,27,23
2021,Ford,MUSTANG CONVERTIBLE,5.0,8,15,23,18
2021,Ford,MUSTANG HO CONVERTIBLE,2.3,4,19,26,22
2021,Ford,MUSTANG HO CONVERTIBLE,2.3,4,19,25,21
2021,Ford,MUSTANG HO COUPE,2.3,4,20,27,23
2021,Ford,MUSTANG HO COUPE,2.3,4,20,27,22
2021,Ford,MUSTANG MACH 1,5.0,8,15,23,18
2021,Ford,MUSTANG MACH 1,5.0,8,14,22,17
2021,Ford,SHELBY GT500 MUSTANG,5.2,8,12,18,14
2021,INFINITI,Q60,3.0,6,19,28,22
2021,INFINITI,Q60 AWD,3.0,6,19,27,22
2021,INFINITI,Q60 AWD RED SPORT,3.0,6,19,26,21
2021,INFINITI,Q60 RED SPORT,3.0,6,20,27,22
2021,LEXUS,LC 500,5.0,8,16,25,19
2021,LEXUS,LC 500h,3.5,6,26,34,29
2021,LEXUS,RC 300,2.0,4,21,31,25
2021,LEXUS,RC 300 AWD,3.5,6,19,26,22
2021,LEXUS,RC 350,3.5,6,20,28,23
2021,LEXUS,RC 350 AWD,3.5,6,19,26,22
2021,LEXUS,RC F,5.0,8,16,24,19
2021,Mercedes-Benz,A 220,2.0,4,25,36,29
2021,Mercedes-Benz,A 220 4MATIC,2.0,4,25,34,28
2021,Mercedes-Benz,AMG A 35 4MATIC,2.0,4,22,29,25
2021,Mercedes-Benz,AMG C 43 4MATIC (convertible),3.0,6,19,27,22
2021,Mercedes-Benz,AMG C 43 4MATIC (coupe),3.0,6,19,27,22
2021,Mercedes-Benz,AMG C 63 (convertible),4.0,8,17,25,20
2021,Mercedes-Benz,AMG C 63 (coupe),4.0,8,17,26,20
2021,Mercedes-Benz,AMG C 63 S (convertible),4.0,8,17,25,20
2021,Mercedes-Benz,AMG C 63 S (coupe),4.0,8,17,26,20
2021,Mercedes-Benz,AMG E53 4MATIC+ (Convertible),3.0,6,21,27,23
2021,Mercedes-Benz,AMG E53 4MATIC+ (Coupe),3.0,6,21,28,24
2021,Mercedes-Benz,AMG S 63 4MATIC+ (convertible),4.0,8,14,24,17
2021,Mercedes-Benz,C 300 (convertible),2.0,4,23,31,26
2021,Mercedes-Benz,C 300 (Coupe),2.0,4,24,33,27
2021,Mercedes-Benz,C 300 4MATIC (convertible),2.0,4,22,30,25
2021,Mercedes-Benz,C 300 4MATIC (Coupe),2.0,4,23,32,26
2021,Mercedes-Benz,E 450 (convertible),3.0,6,23,30,25
2021,Mercedes-Benz,E 450 (coupe),3.0,6,23,31,26
2021,Mercedes-Benz,E 450 4MATIC (convertible),3.0,6,23,29,25
2021,Mercedes-Benz,E 450 4MATIC (coupe),3.0,6,23,30,25
2021,Mercedes-Benz,S 560 (convertible),4.0,8,16,26,20
2021,Mini,COOPER HARDTOP 2 DOOR,1.5,3,28,37,31
2021,Mini,COOPER HARDTOP 2 DOOR,1.5,3,26,37,30
2021,Mini,COOPER HARDTOP 4 DOOR,1.5,3,28,37,31
2021,Mini,COOPER HARDTOP 4 DOOR,1.5,3,26,37,30
2021,Mini,COOPER S HARDTOP 2 DOOR,2.0,4,26,35,30
2021,Mini,COOPER S HARDTOP 2 DOOR,2.0,4,23,33,27
2021,Mini,COOPER S HARDTOP 4 DOOR,2.0,4,26,35,30
2021,Mini,COOPER S HARDTOP 4 DOOR,2.0,4,23,33,27
2021,Mini,John Cooper Works GP,2.0,4,24,30,26
2021,Mini,JOHN COOPER WORKS HARDTOP,2.0,4,26,34,29
2021,Mini,JOHN COOPER WORKS HARDTOP,2.0,4,23,33,27
2021,NISSAN,GT-R,3.8,6,16,22,18
2021,Roush Industries Inc.,Roush Mustang,5.0,8,12,19,15
2021,Roush Industries Inc.,Roush Mustang,5.0,8,12,19,14
2021,Acura,ILX,2.4,4,24,34,28
2021,Acura,TLX AWD,2.0,4,21,29,24
2021,Acura,TLX AWD A-SPEC,2.0,4,21,29,24
2021,Acura,TLX FWD,2.0,4,22,31,25
2021,Acura,TLX FWD A-SPEC,2.0,4,22,30,25
2021,Acura,TLX Type-S,3.0,6,19,25,21
2021,Acura,TLX Type-S Perf Tire,3.0,6,19,24,21
2021,Audi,A4 quattro,2.0,4,25,34,28
2021,Audi,A4 S line quattro,2.0,4,24,31,27
2021,Audi,S4,3.0,6,20,28,23
2021,BMW,228i Gran Coupe,2.0,4,24,33,28
2021,BMW,228i xDrive Gran Coupe,2.0,4,23,33,27
2021,BMW,330i,2.0,4,26,36,30
2021,BMW,330i xDrive,2.0,4,25,34,28
2021,BMW,M235i xDrive Gran Coupe,2.0,4,23,32,26
2021,BMW,M3,3.0,6,16,23,19
2021,BMW,M3 Competition,3.0,6,16,23,19
2021,BMW,M340i,3.0,6,23,32,26
2021,BMW,M340i xDrive,3.0,6,22,31,25
2021,Cadillac,CT4,2.0,4,23,34,27
2021,Cadillac,CT4,2.7,4,21,31,25
2021,Cadillac,CT4 AWD,2.0,4,23,32,26
2021,Cadillac,CT4 AWD,2.7,4,21,29,24
2021,Cadillac,CT4 V,2.7,4,20,29,23
2021,Cadillac,CT4 V AWD,2.7,4,20,28,23
2021,GENESIS,G70 AWD,2.0,4,20,27,23
2021,GENESIS,G70 AWD,3.3,6,17,25,20
2021,GENESIS,G70 RWD,2.0,4,22,30,25
2021,GENESIS,G70 RWD,2.0,4,18,28,22
2021,GENESIS,G70 RWD,3.3,6,17,26,20
2021,Honda,INSIGHT TOURING,1.5,4,51,45,48
2021,HYUNDAI MOTOR COMPANY,Accent,1.6,4,33,41,36
2021,HYUNDAI MOTOR COMPANY,Accent,1.6,4,29,39,33
2021,HYUNDAI MOTOR COMPANY,Veloster,1.6,4,28,34,30
2021,HYUNDAI MOTOR COMPANY,Veloster,1.6,4,26,33,29
2021,HYUNDAI MOTOR COMPANY,Veloster,2.0,4,27,34,30
2021,HYUNDAI MOTOR COMPANY,Veloster,2.0,4,25,33,28
2021,HYUNDAI MOTOR COMPANY,Veloster N,2.0,4,20,27,22
2021,HYUNDAI MOTOR COMPANY,Veloster N,2.0,4,22,28,25
2021,Jaguar,XE P250,2.0,4,25,34,28
2021,Jaguar,XE P250 AWD,2.0,4,24,34,28
2021,Jaguar,XE P300 AWD,2.0,4,22,30,25
2021,KIA,Rio,1.6,4,33,41,36
2021,LEXUS,IS 300,2.0,4,21,31,25
2021,LEXUS,IS 300 AWD,3.5,6,19,26,22
2021,LEXUS,IS 350,3.5,6,20,28,23
2021,LEXUS,IS 350 AWD,3.5,6,19,26,22
2021,LEXUS,UX 250h,2.0,4,43,41,42
2021,LEXUS,UX 250h AWD,2.0,4,41,38,39
2021,MAZDA,CX-3 2WD,2.0,4,29,34,31
2021,MAZDA,CX-3 4WD,2.0,4,27,32,29
2021,MAZDA,MAZDA2,1.5,4,32,40,35
2021,MAZDA,MAZDA2,1.5,4,30,39,34
2021,MAZDA,MAZDA3 4-Door 2WD,2.0,4,28,36,31
2021,MAZDA,MAZDA3 4-Door 2WD,2.5,4,26,35,30
2021,MAZDA,MAZDA3 4-Door 2WD,2.5,4,26,35,30
2021,MAZDA,MAZDA3 4-Door 4WD,2.5,4,23,32,27
2021,MAZDA,MAZDA3 4-Door 4WD,2.5,4,25,33,28
2021,MAZDA,MAZDA3 4-Door 4WD,2.5,4,25,33,28
2021,Mercedes-Benz,AMG C 43 4MATIC,3.0,6,18,27,21
2021,Mercedes-Benz,AMG C 63,4.0,8,17,26,21
2021,Mercedes-Benz,AMG C 63 S,4.0,8,17,26,21
2021,Mercedes-Benz,AMG CLA 35 4MATIC,2.0,4,22,29,25
2021,Mercedes-Benz,AMG CLA 45 4MATIC,2.0,4,20,29,23
2021,Mercedes-Benz,AMG CLS53 4MATIC+,3.0,6,21,26,23
2021,Mercedes-Benz,AMG GT 43 4MATIC+,3.0,6,20,25,22
2021,Mercedes-Benz,AMG GT 53 4MATIC+,3.0,6,20,25,22
2021,Mercedes-Benz,AMG GT 63 4MATIC+,4.0,8,16,21,18
2021,Mercedes-Benz,AMG GT 63 S 4MATIC+,4.0,8,16,21,18
2021,Mercedes-Benz,AMG S 63 4MATIC+ (coupe),4.0,8,16,26,19
2021,Mercedes-Benz,C 300,2.0,4,23,35,27
2021,Mercedes-Benz,C 300 4MATIC,2.0,4,23,33,27
2021,Mercedes-Benz,CLA 250,2.0,4,25,35,29
2021,Mercedes-Benz,CLA 250 4MATIC,2.0,4,24,33,27
2021,Mercedes-Benz,CLS 450,3.0,6,23,30,26
2021,Mercedes-Benz,CLS 450 4MATIC,3.0,6,22,29,25
2021,Mercedes-Benz,S 560 4MATIC (coupe),4.0,8,16,26,20
2021,Mitsubishi Motors Corporation,MIRAGE,1.2,3,36,43,39
2021,Mitsubishi Motors Corporation,MIRAGE,1.2,3,33,41,36
2021,Mitsubishi Motors Corporation,MIRAGE G4,1.2,3,35,41,37
2021,Mitsubishi Motors Corporation,MIRAGE G4,1.2,3,33,40,35
2021,NISSAN,VERSA,1.6,4,32,40,35
2021,NISSAN,VERSA,1.6,4,27,35,30
2021,Rolls-Royce Motor Cars Limited,Dawn,6.6,12,12,18,14
2021,Rolls-Royce Motor Cars Limited,Dawn Black Badge,6.6,12,12,18,14
2021,Subaru,WRX,2.0,4,18,24,21
2021,Subaru,WRX,2.0,4,20,27,23
2021,Subaru,WRX,2.5,4,16,22,18
2021,TOYOTA,C-HR,2.0,4,27,31,29
2021,TOYOTA,COROLLA,1.8,4,30,38,33
2021,TOYOTA,COROLLA,1.8,4,29,39,33
2021,TOYOTA,COROLLA,2.0,4,31,40,34
2021,TOYOTA,COROLLA,2.0,4,29,36,32
2021,TOYOTA,COROLLA APEX,2.0,4,31,38,34
2021,TOYOTA,COROLLA APEX,2.0,4,28,36,31
2021,TOYOTA,COROLLA HATCHBACK,2.0,4,32,41,35
2021,TOYOTA,COROLLA HATCHBACK MANUAL,2.0,4,28,37,31
2021,TOYOTA,COROLLA HATCHBACK XSE,2.0,4,30,38,33
2021,TOYOTA,COROLLA HYBRID,1.8,4,53,52,52
2021,TOYOTA,COROLLA XLE,1.8,4,29,37,32
2021,TOYOTA,COROLLA XSE,2.0,4,31,38,34
2021,Volkswagen,Golf,1.4,4,29,36,32
2021,Volkswagen,Golf,1.4,4,29,39,33
2021,Volkswagen,GTI,2.0,4,24,32,27
2021,Volkswagen,GTI,2.0,4,23,30,26
2021,Volkswagen,Jetta,1.4,4,29,39,33
2021,Volkswagen,Jetta,1.4,4,30,41,34
2021,Volkswagen,Jetta GLI,2.0,4,24,35,28
2021,Volkswagen,Jetta GLI,2.0,4,24,33,28
2021,Volvo Cars of North America LLC,S60 AWD,2.0,4,22,33,26
2021,Volvo Cars of North America LLC,S60 AWD,2.0,4,21,32,25
2021,Volvo Cars of North America LLC,S60 FWD,2.0,4,23,34,27
2021,ALFA ROMEO,Giulia,2.0,4,24,33,27
2021,ALFA ROMEO,Giulia,2.9,6,17,25,20
2021,ALFA ROMEO,Giulia AWD,2.0,4,23,31,26
2021,Audi,A5 Sportback quattro,2.0,4,25,34,28
2021,Audi,A5 Sportback S line quattro,2.0,4,24,31,27
2021,Audi,A6 quattro,2.0,4,23,31,26
2021,Audi,A6 quattro,3.0,6,22,29,24
2021,Audi,A7 quattro,3.0,6,22,29,24
2021,Audi,RS 5 Sportback,2.9,6,18,25,21
2021,Audi,RS 7,4.0,8,15,22,17
2021,Audi,S5 Sportback,3.0,6,20,28,23
2021,Audi,S6,2.9,6,18,28,22
2021,Audi,S7,2.9,6,18,28,22
2021,Bentley,Flying Spur,4.0,8,15,20,17
2021,Bentley,Flying Spur,6.0,12,12,19,15
2021,BMW,530i,2.0,4,25,33,28
2021,BMW,530i xDrive,2.0,4,23,32,27
2021,BMW,540i,3.0,6,25,32,27
2021,BMW,540i xDrive,3.0,6,23,31,26
2021,BMW,840i Gran Coupe,3.0,6,22,29,25
2021,BMW,840i xDrive Gran Coupe,3.0,6,20,27,23
2021,BMW,M5,4.4,8,15,21,17
2021,BMW,M5 Competition,4.4,8,15,21,17
2021,BMW,M550i xDrive,4.4,8,17,25,20
2021,BMW,M8 Competition Gran Coupe,4.4,8,15,21,17
2021,BMW,M8 Gran Coupe,4.4,8,15,21,17
2021,BMW,M850i xDrive Gran Coupe,4.4,8,17,24,19
2021,BMW,X2 M35i,2.0,4,23,30,26
2021,BMW,X2 sDrive28i,2.0,4,24,32,27
2021,BMW,X2 xDrive28i,2.0,4,24,31,27
2021,Cadillac,CT5,2.0,4,23,32,26
2021,Cadillac,CT5,3.0,6,19,28,22
2021,Cadillac,CT5 AWD,2.0,4,21,31,25
2021,Cadillac,CT5 AWD,3.0,6,18,26,21
2021,Cadillac,CT5 V,3.0,6,18,27,21
2021,Cadillac,CT5 V AWD,3.0,6,18,26,21
2021,Chevrolet,MALIBU,1.5,4,29,36,32
2021,Chevrolet,MALIBU,2.0,4,22,33,26
2021,Dodge,Challenger,3.6,6,19,30,23
2021,Dodge,Challenger,5.7,8,16,25,19
2021,Dodge,Challenger,5.7,8,15,23,18
2021,Dodge,Challenger,6.4,8,15,24,18
2021,Dodge,Challenger,6.4,8,14,23,17
2021,Dodge,Challenger AWD,3.6,6,18,27,21
2021,Dodge,Challenger SRT,6.2,8,13,22,16
2021,Dodge,Challenger SRT,6.2,8,13,21,16
2021,Dodge,Challenger SRT Widebody,6.2,8,13,21,15
2021,Dodge,Challenger SRT Widebody,6.2,8,13,21,16
2021,Dodge,Challenger Widebody,6.4,8,15,24,18
2021,Dodge,Challenger Widebody,6.4,8,14,23,17
2021,Honda,CIVIC 4Dr,1.5,4,32,42,36
2021,Honda,CIVIC 4Dr,1.5,4,30,38,33
2021,Honda,CIVIC 4Dr,2.0,4,30,38,33
2021,Honda,CIVIC 4Dr,2.0,4,29,37,32
2021,Honda,INSIGHT,1.5,4,55,49,52
2021,HYUNDAI MOTOR COMPANY,Elantra,1.6,4,28,36,31
2021,HYUNDAI MOTOR COMPANY,Elantra,1.6,4,25,34,28
2021,HYUNDAI MOTOR COMPANY,Elantra,2.0,4,33,43,37
2021,HYUNDAI MOTOR COMPANY,Elantra,2.0,4,31,41,35
2021,HYUNDAI MOTOR COMPANY,Elantra Hybrid,1.6,4,49,52,50
2021,HYUNDAI MOTOR COMPANY,Elantra Hybrid Blue,1.6,4,53,56,54
2021,HYUNDAI MOTOR COMPANY,Venue,1.6,4,30,33,31
2021,INFINITI,Q50,3.0,6,20,29,23
2021,INFINITI,Q50 AWD,3.0,6,19,27,22
2021,INFINITI,Q50 AWD RED SPORT,3.0,6,19,26,22
2021,INFINITI,Q50 RED SPORT,3.0,6,20,26,22
2021,Jaguar,XF P250,2.0,4,25,33,28
2021,Jaguar,XF P250 AWD,2.0,4,23,32,26
2021,Jaguar,XF P300 AWD,2.0,4,22,30,25
2021,KIA,Forte,1.6,4,27,35,30
2021,KIA,Forte,1.6,4,25,32,28
2021,KIA,Forte,2.0,4,29,40,33
2021,KIA,Forte,2.0,4,27,37,31
2021,KIA,Forte FE,2.0,4,31,41,35
2021,KIA,Stinger AWD,2.0,4,21,29,24
2021,KIA,Stinger AWD,3.3,6,17,25,20
2021,KIA,Stinger RWD,2.0,4,22,29,25
2021,KIA,Stinger RWD,3.3,6,17,25,20
2021,LEXUS,ES 250 AWD,2.5,4,25,34,28
2021,LEXUS,ES 300h,2.5,4,43,44,44
2021,LEXUS,ES 350,3.5,6,22,32,26
2021,LEXUS,ES 350 F SPORT,3.5,6,22,31,25
2021,LEXUS,LS 500,3.4,6,18,29,22
2021,LEXUS,LS 500 AWD,3.4,6,17,27,21
2021,LEXUS,LS 500h,3.5,6,25,33,28
2021,LEXUS,LS 500h AWD,3.5,6,23,29,26
2021,LEXUS,UX 200,2.0,4,29,37,32
2021,MASERATI,GHIBLI,3.0,6,17,25,20
2021,MASERATI,GHIBLI S,3.0,6,17,25,20
2021,MASERATI,GHIBLI S Q4,3.0,6,16,24,19
2021,MASERATI,GHIBLI TROFEO,3.8,8,13,20,16
2021,MAZDA,MAZDA3 5-Door 2WD,2.5,4,26,34,29
2021,MAZDA,MAZDA3 5-Door 2WD,2.5,4,24,33,27
2021,MAZDA,MAZDA3 5-Door 4WD,2.5,4,23,31,26
2021,MAZDA,MAZDA3 5-Door 4WD,2.5,4,25,31,27
2021,MAZDA,MAZDA6,2.5,4,23,31,26
2021,MAZDA,MAZDA6,2.5,4,26,35,29
2021,Mercedes-Benz,AMG E 63 S 4MATIC+,4.0,8,16,23,18
2021,Mercedes-Benz,AMG E53 4MATIC+,3.0,6,22,29,25
2021,Mercedes-Benz,E 350,2.0,4,22,31,25
2021,Mercedes-Benz,E 350 4MATIC,2.0,4,22,30,25
2021,Mercedes-Benz,E 450 4MATIC,3.0,6,23,30,26
2021,Mini,COOPER COUNTRYMAN,1.5,3,26,33,29
2021,Mini,COOPER COUNTRYMAN ALL4,1.5,3,23,32,27
2021,Mini,COOPER S CLUBMAN,2.0,4,25,35,29
2021,Mini,COOPER S CLUBMAN,2.0,4,22,32,26
2021,Mini,COOPER S CLUBMAN ALL4,2.0,4,23,32,26
2021,Mini,COOPER S COUNTRYMAN,2.0,4,24,33,28
2021,Mini,COOPER S COUNTRYMAN ALL4,2.0,4,23,31,26
2021,Mini,JCW COUNTRYMAN ALL4,2.0,4,23,30,26
2021,Mini,JOHN COOPER WORKS CLUBMAN ALL4,2.0,4,23,31,26
2021,NISSAN,ALTIMA,2.5,4,28,39,32
2021,NISSAN,ALTIMA AWD,2.5,4,26,36,30
2021,NISSAN,ALTIMA AWD SR/PLATINUM,2.5,4,25,35,29
2021,NISSAN,ALTIMA SR,2.5,4,27,37,31
2021,NISSAN,ALTIMA SR/PLATINUM,2.0,4,25,34,29
2021,NISSAN,ALTIMA SV/SL,2.5,4,27,37,31
2021,NISSAN,KICKS,1.6,4,31,36,33
2021,NISSAN,MAXIMA,3.5,6,20,30,24
2021,NISSAN,SENTRA,2.0,4,29,39,33
2021,NISSAN,SENTRA SR,2.0,4,28,37,32
